Trade_Date,Contract_Month,Months_To_Expiry,Spot_Price,Futures_Price,Basis,Basis_Pct,Open_Interest,Volume,Settlement_Price,Implied_Carry_Rate_Annual
2010-11-01,2010-12,2,27.2921,27.3777,0.0856,0.3136,107073,14467,27.314,3.19
2010-11-01,2011-01,3,27.2921,27.5521,0.2601,0.9529,252159,58896,27.567,3.6
2010-11-01,2011-04,6,27.2921,27.4946,0.2026,0.7422,274231,54629,27.5964,1.14
2010-11-01,2011-10,12,27.2921,27.2542,-0.0379,-0.1388,294697,57371,27.2479,-0.04
2010-11-02,2010-12,1,27.5888,27.6784,0.0896,0.3247,208962,24991,27.6875,1.77
2010-11-02,2011-01,2,27.5888,27.5897,0.0009,0.0033,263304,23812,27.5868,-1.83
2010-11-02,2011-01,3,27.5888,27.8218,0.233,0.8445,143908,20862,27.8575,3.12
2010-11-02,2011-05,6,27.5888,27.7753,0.1865,0.6758,270630,31829,27.7646,1.32
2010-11-02,2011-10,12,27.5888,27.5399,-0.0489,-0.1773,284731,50436,27.5446,-0.6
2010-11-03,2010-12,1,27.2399,27.1086,-0.1313,-0.4819,187700,46820,27.1215,-0.71
2010-11-03,2011-01,2,27.2399,27.2455,0.0056,0.0205,209595,42449,27.2913,1.01
2010-11-03,2011-02,3,27.2399,27.4696,0.2297,0.8431,240536,31138,27.4463,3.91
2010-11-03,2011-05,6,27.2399,27.1444,-0.0955,-0.3507,258681,17168,27.1471,-0.25
2010-11-03,2011-10,12,27.2399,26.8959,-0.344,-1.263,140141,31407,26.9039,-1.49
2010-11-04,2010-12,1,27.5246,27.4787,-0.0458,-0.1665,262790,46056,27.4794,-1.49
2010-11-04,2011-01,2,27.5246,27.6296,0.1051,0.3817,154415,8341,27.6555,0.12
2010-11-04,2011-02,3,27.5246,27.4858,-0.0388,-0.1408,102674,20645,27.4353,-0.79
2010-11-04,2011-05,6,27.5246,27.7741,0.2495,0.9064,160185,15736,27.766,1.09
2010-11-04,2011-10,12,27.5246,27.9277,0.4031,1.4646,253945,49564,27.8685,1.72
2010-11-05,2010-12,1,27.7276,27.9858,0.2582,0.9312,197951,47671,27.988,3.27
2010-11-05,2011-01,2,27.7276,27.7606,0.033,0.1191,154057,38243,27.8013,0.15
2010-11-05,2011-02,3,27.7276,27.6905,-0.0371,-0.1337,111252,23060,27.671,-1.25
2010-11-05,2011-05,6,27.7276,28.1458,0.4182,1.5082,140445,17368,28.0858,2.42
2010-11-05,2011-10,12,27.7276,28.7527,1.0251,3.6971,240742,12376,28.7152,3.48
2010-11-08,2010-12,1,27.5115,27.4932,-0.0183,-0.0666,307944,37017,27.4298,1.34
2010-11-08,2011-01,2,27.5115,27.4901,-0.0215,-0.078,184621,29252,27.5602,1.77
2010-11-08,2011-02,3,27.5115,27.5957,0.0841,0.3059,158616,8886,27.5384,0.55
2010-11-08,2011-05,6,27.5115,27.5263,0.0148,0.0538,131596,28760,27.4577,-0.12
2010-11-08,2011-11,12,27.5115,27.2459,-0.2657,-0.9656,182731,37022,27.2805,-0.84
2010-11-09,2010-12,1,27.8404,27.6448,-0.1956,-0.7026,170724,36929,27.6704,-1.57
2010-11-09,2011-01,2,27.8404,27.6698,-0.1706,-0.6129,224985,14945,27.6325,-0.25
2010-11-09,2011-02,3,27.8404,27.7391,-0.1013,-0.364,248964,36988,27.7465,0.27
2010-11-09,2011-05,6,27.8404,27.7488,-0.0916,-0.329,114937,10268,27.687,-0.93
2010-11-09,2011-11,12,27.8404,27.9903,0.1498,0.5381,193446,46332,27.952,0.15
2010-11-10,2010-12,1,27.6367,27.6105,-0.0262,-0.0947,235703,47812,27.5889,-1.73
2010-11-10,2011-01,2,27.6367,27.6669,0.0302,0.1091,177389,30573,27.6596,1.64
2010-11-10,2011-02,3,27.6367,27.8673,0.2306,0.8344,276407,26578,27.8157,3.81
2010-11-10,2011-05,6,27.6367,27.8099,0.1732,0.6267,219021,48223,27.7357,1.29
2010-11-10,2011-11,12,27.6367,28.0361,0.3994,1.4452,149166,23698,28.0355,1.63
2010-11-11,2010-12,1,27.9328,27.7367,-0.1962,-0.7023,188079,34414,27.7589,-1.67
2010-11-11,2011-01,2,27.9328,28.1328,0.2,0.7159,136213,29851,28.1171,1.64
2010-11-11,2011-02,3,27.9328,27.9899,0.0571,0.2044,120721,21440,28.0307,-0.45
2010-11-11,2011-05,6,27.9328,28.2966,0.3637,1.3021,224872,15617,28.3846,2.08
2010-11-11,2011-11,12,27.9328,27.871,-0.0618,-0.2213,171440,34221,27.771,-0.65
2010-11-12,2010-12,1,27.89,27.9603,0.0703,0.2522,178452,33792,28.0594,-1.89
2010-11-12,2011-01,2,27.89,27.7889,-0.1011,-0.3625,213074,15867,27.8717,-1.58
2010-11-12,2011-02,3,27.89,27.7457,-0.1443,-0.5175,258906,31423,27.7476,-0.64
2010-11-12,2011-05,6,27.89,27.8056,-0.0844,-0.3026,255212,40061,27.7929,-0.49
2010-11-12,2011-11,12,27.89,28.6586,0.7686,2.7557,144683,27598,28.52,2.25
2010-11-15,2010-12,1,28.1331,28.3095,0.1764,0.6269,265354,30917,28.235,0.13
2010-11-15,2011-01,2,28.1331,28.2227,0.0896,0.3185,242138,27518,28.1513,1.78
2010-11-15,2011-02,3,28.1331,28.1262,-0.0069,-0.0247,185152,23755,28.1673,0.25
2010-11-15,2011-05,6,28.1331,27.9398,-0.1933,-0.6871,119357,21928,28.0071,-1.85
2010-11-15,2011-11,12,28.1331,29.0782,0.9451,3.3592,192474,47342,29.0924,3.25
2010-11-16,2010-12,1,28.071,28.0489,-0.0221,-0.0789,282848,41798,28.0092,-0.68
2010-11-16,2011-01,2,28.071,28.3685,0.2975,1.0599,217596,47049,28.3898,3.97
2010-11-16,2011-02,3,28.071,27.8556,-0.2154,-0.7673,134009,17455,27.8629,-1.7
2010-11-16,2011-05,6,28.071,28.0852,0.0142,0.0506,231411,30468,28.1565,-0.75
2010-11-16,2011-11,12,28.071,29.1175,1.0465,3.728,101904,5963,29.08,3.48
2010-11-17,2010-12,1,28.1504,28.1754,0.0249,0.0885,167682,26121,28.241,-0.24
2010-11-17,2011-01,2,28.1504,27.8957,-0.2547,-0.905,120998,29145,27.8674,-1.86
2010-11-17,2011-02,3,28.1504,28.1636,0.0131,0.0467,199098,40509,28.24,0.85
2010-11-17,2011-05,6,28.1504,28.0024,-0.1481,-0.526,299318,73775,28.0133,-1.06
2010-11-17,2011-11,12,28.1504,28.8827,0.7322,2.6011,192839,33558,28.8538,2.85
2010-11-18,2010-12,1,28.5403,28.63,0.0897,0.3143,210266,25058,28.6045,0.77
2010-11-18,2011-01,2,28.5403,28.4709,-0.0694,-0.2431,119745,17232,28.4722,-0.35
2010-11-18,2011-02,3,28.5403,28.5511,0.0108,0.0378,135275,8934,28.5611,0.58
2010-11-18,2011-05,6,28.5403,28.4359,-0.1044,-0.3658,198945,33886,28.5377,-1.27
2010-11-18,2011-11,12,28.5403,29.3844,0.8441,2.9575,209467,52346,29.4569,2.63
2010-11-19,2010-12,1,28.2182,28.1576,-0.0606,-0.2149,164597,35498,28.2067,2.78
2010-11-19,2011-01,2,28.2182,28.2413,0.0231,0.0819,159492,9824,28.2533,1.36
2010-11-19,2011-02,3,28.2182,28.1265,-0.0917,-0.3251,255905,20206,28.108,-1.74
2010-11-19,2011-05,6,28.2182,28.2198,0.0016,0.0056,141622,11606,28.2082,0.22
2010-11-19,2011-11,12,28.2182,28.8576,0.6393,2.2657,160215,22545,28.8374,2.34
2010-11-22,2010-12,1,28.4916,28.4516,-0.0401,-0.1406,115074,18245,28.5579,2.9
2010-11-22,2011-01,2,28.4916,28.4118,-0.0798,-0.2802,311294,48237,28.2933,-1.31
2010-11-22,2011-02,3,28.4916,28.3724,-0.1192,-0.4184,114512,26426,28.3715,-1.41
2010-11-22,2011-05,6,28.4916,28.3228,-0.1689,-0.5927,184737,38641,28.3061,-1.29
2010-11-22,2011-11,12,28.4916,28.3619,-0.1298,-0.4554,234988,35944,28.413,-0.57
2010-11-23,2010-12,1,28.7517,28.6823,-0.0695,-0.2416,120112,21930,28.6993,-0.73
2010-11-23,2011-01,2,28.7517,28.9532,0.2014,0.7006,146210,10571,28.9451,1.89
2010-11-23,2011-02,3,28.7517,29.0415,0.2897,1.0077,273298,66206,29.1026,1.85
2010-11-23,2011-05,6,28.7517,28.9506,0.1989,0.6916,101502,11777,28.914,2.03
2010-11-23,2011-11,12,28.7517,29.1493,0.3976,1.3828,302637,45659,29.0857,0.84
2010-11-24,2010-12,1,28.416,28.5418,0.1258,0.4426,205853,26365,28.4589,1.63
2010-11-24,2011-01,2,28.416,28.3025,-0.1135,-0.3994,139517,9744,28.3689,-1.69
2010-11-24,2011-02,3,28.416,28.4408,0.0248,0.0872,240644,17931,28.4128,-0.69
2010-11-24,2011-05,6,28.416,28.2493,-0.1668,-0.5868,227228,21371,28.1992,-1.42
2010-11-24,2011-11,12,28.416,28.7059,0.2899,1.0203,222430,24147,28.6638,0.97
2010-11-25,2010-12,1,28.5626,28.6789,0.1163,0.4071,292231,32623,28.6343,3.57
2010-11-25,2011-01,2,28.5626,28.5209,-0.0418,-0.1462,129483,26267,28.5423,-0.39
2010-11-25,2011-02,3,28.5626,28.6189,0.0563,0.197,269887,56670,28.5499,0.99
2010-11-25,2011-05,6,28.5626,28.8235,0.2608,0.9132,265924,58873,28.9052,2.09
2010-11-25,2011-11,12,28.5626,28.9389,0.3762,1.3173,198430,10873,28.8667,1.84
2010-11-26,2010-12,1,28.5402,28.6576,0.1174,0.4115,303851,18464,28.6623,2.37
2010-11-26,2011-01,2,28.5402,28.6526,0.1124,0.3938,116694,11657,28.7202,3.8
2010-11-26,2011-02,3,28.5402,28.6347,0.0945,0.331,289236,24054,28.6155,0.8
2010-11-26,2011-05,6,28.5402,28.6118,0.0716,0.2508,150187,17666,28.561,0.33
2010-11-26,2011-11,12,28.5402,28.5937,0.0535,0.1875,161249,35993,28.6015,0.11
2010-11-29,2010-12,1,29.0686,29.0465,-0.0221,-0.0759,227245,39880,29.0846,-1.35
2010-11-29,2011-01,2,29.0686,29.3321,0.2635,0.9064,232114,24710,29.3225,3.7
2010-11-29,2011-02,3,29.0686,29.1756,0.107,0.3682,233423,32207,29.2385,0.23
2010-11-29,2011-05,6,29.0686,28.8719,-0.1967,-0.6765,204201,45621,28.841,-1.02
2010-11-29,2011-11,12,29.0686,28.5566,-0.512,-1.7613,121066,7271,28.5212,-1.51
2010-11-30,2010-12,1,29.1743,29.117,-0.0573,-0.1966,284985,59546,29.1878,1.7
2010-11-30,2011-01,2,29.1743,29.1086,-0.0657,-0.2252,276684,35434,29.1215,1.04
2010-11-30,2011-02,3,29.1743,29.2084,0.034,0.1167,276840,37858,29.2185,0.47
2010-11-30,2011-05,6,29.1743,29.5861,0.4118,1.4115,299766,60776,29.4958,2.38
2010-11-30,2011-11,12,29.1743,29.554,0.3797,1.3015,297364,42031,29.5634,1.74
2010-12-01,2010-12,1,28.9416,28.9939,0.0523,0.1807,203757,37080,28.9994,3.19
2010-12-01,2011-01,2,28.9416,28.8473,-0.0943,-0.3258,305479,48863,28.8256,-1.89
2010-12-01,2011-03,3,28.9416,28.7963,-0.1453,-0.5021,281536,59983,28.8143,-1.87
2010-12-01,2011-05,6,28.9416,29.5712,0.6296,2.1753,134218,23941,29.5768,3.64
2010-12-01,2011-11,12,28.9416,29.6336,0.692,2.3911,146699,17277,29.6302,2.18
2010-12-02,2011-01,1,29.1367,29.0421,-0.0946,-0.3247,102599,16666,29.0223,-0.28
2010-12-02,2011-01,2,29.1367,29.0642,-0.0725,-0.2489,170468,27893,29.0363,-0.6
2010-12-02,2011-03,3,29.1367,29.3481,0.2114,0.7256,280193,17555,29.3226,1.75
2010-12-02,2011-05,6,29.1367,29.3604,0.2236,0.7675,261879,39945,29.407,2.7
2010-12-02,2011-11,12,29.1367,29.0024,-0.1343,-0.461,222641,24523,29.0348,-0.39
2010-12-03,2011-01,1,29.1557,29.299,0.1434,0.4917,110084,17507,29.3691,2.64
2010-12-03,2011-02,2,29.1557,29.3311,0.1754,0.6016,302587,58830,29.3642,3.39
2010-12-03,2011-03,3,29.1557,29.3227,0.167,0.573,132943,29447,29.3395,0.79
2010-12-03,2011-06,6,29.1557,29.5631,0.4074,1.3974,223673,31171,29.6103,3.28
2010-12-03,2011-11,12,29.1557,30.0912,0.9356,3.2088,194313,22877,30.0846,3.62
2010-12-06,2011-01,1,28.7259,28.6117,-0.1141,-0.3973,242266,35408,28.5488,-0.87
2010-12-06,2011-02,2,28.7259,28.766,0.0402,0.1398,280428,53716,28.7637,-0.53
2010-12-06,2011-03,3,28.7259,28.7414,0.0155,0.054,203350,30655,28.6775,-0.11
2010-12-06,2011-06,6,28.7259,28.995,0.2691,0.9369,294078,32648,29.0723,2.0
2010-12-06,2011-12,12,28.7259,29.7561,1.0302,3.5864,109617,20082,29.7217,3.58
2010-12-07,2011-01,1,28.8734,28.907,0.0336,0.1163,237790,14269,28.9128,0.05
2010-12-07,2011-02,2,28.8734,29.0044,0.131,0.4536,110830,25658,29.0006,0.3
2010-12-07,2011-03,3,28.8734,29.1373,0.2639,0.9139,141954,22461,29.1369,3.71
2010-12-07,2011-06,6,28.8734,29.3832,0.5098,1.7657,110292,16385,29.3712,3.4
2010-12-07,2011-12,12,28.8734,29.0943,0.2209,0.765,302402,24438,29.0717,-0.18
2010-12-08,2011-01,1,28.9277,28.9982,0.0705,0.2438,261736,23250,29.0428,1.75
2010-12-08,2011-02,2,28.9277,28.8707,-0.057,-0.197,258049,59910,28.9092,0.95
2010-12-08,2011-03,3,28.9277,28.9672,0.0395,0.1366,174839,31319,28.99,1.24
2010-12-08,2011-06,6,28.9277,29.0331,0.1055,0.3645,195976,11002,29.0919,0.97
2010-12-08,2011-12,12,28.9277,28.7873,-0.1403,-0.4852,170073,9046,28.7512,-0.32
2010-12-09,2011-01,1,28.9079,28.8601,-0.0479,-0.1655,211302,30133,28.8995,1.47
2010-12-09,2011-02,2,28.9079,28.849,-0.0589,-0.2038,106068,19690,28.8954,-1.32
2010-12-09,2011-03,3,28.9079,29.1259,0.2179,0.7538,141637,18220,29.1251,2.07
2010-12-09,2011-06,6,28.9079,29.2957,0.3877,1.3413,115296,22217,29.2881,3.53
2010-12-09,2011-12,12,28.9079,28.7302,-0.1778,-0.615,191909,43736,28.6972,-0.97
2010-12-10,2011-01,1,29.028,29.0404,0.0124,0.0427,244336,58782,29.0903,-0.98
2010-12-10,2011-02,2,29.028,29.0487,0.0207,0.0713,144790,20488,29.0431,1.21
2010-12-10,2011-03,3,29.028,29.2727,0.2446,0.8428,208119,28263,29.3451,3.42
2010-12-10,2011-06,6,29.028,28.9009,-0.1271,-0.4379,238993,27564,28.9233,-1.09
2010-12-10,2011-12,12,29.028,29.9901,0.962,3.3141,285897,28957,29.9786,3.42
2010-12-13,2011-01,1,28.8758,28.8493,-0.0265,-0.0916,257159,31017,28.9114,0.37
2010-12-13,2011-02,2,28.8758,28.6652,-0.2106,-0.7293,209769,26378,28.7403,-1.99
2010-12-13,2011-03,3,28.8758,29.0586,0.1828,0.633,286073,58713,29.038,1.78
2010-12-13,2011-06,6,28.8758,29.1747,0.2989,1.0352,293904,61576,29.2138,1.8
2010-12-13,2011-12,12,28.8758,29.5065,0.6307,2.1842,251862,43264,29.4563,2.63
2010-12-14,2011-01,1,29.0995,29.0637,-0.0358,-0.1231,128326,23022,29.0787,-1.37
2010-12-14,2011-02,2,29.0995,29.1958,0.0963,0.3308,175568,17370,29.196,2.72
2010-12-14,2011-03,3,29.0995,28.9518,-0.1477,-0.5077,293362,39581,28.9122,-1.87
2010-12-14,2011-06,6,29.0995,29.5657,0.4661,1.6019,297477,62941,29.6022,2.9
2010-12-14,2011-12,12,29.0995,29.1395,0.04,0.1374,299724,32496,29.0715,0.04
2010-12-15,2011-01,1,28.8113,28.775,-0.0363,-0.1258,207977,44790,28.7951,1.1
2010-12-15,2011-02,2,28.8113,29.0165,0.2053,0.7124,288497,54939,28.9995,2.99
2010-12-15,2011-03,3,28.8113,28.7752,-0.0361,-0.1253,102999,10343,28.7445,-1.29
2010-12-15,2011-06,6,28.8113,28.5753,-0.236,-0.8191,285695,47040,28.6066,-1.58
2010-12-15,2011-12,12,28.8113,29.7054,0.8941,3.1033,131608,19770,29.7405,3.22
2010-12-16,2011-01,1,28.9103,28.8722,-0.0381,-0.1317,141794,16726,28.8728,2.77
2010-12-16,2011-02,2,28.9103,29.0358,0.1256,0.4343,238082,40148,29.0009,3.85
2010-12-16,2011-03,3,28.9103,28.8099,-0.1004,-0.3471,158357,10713,28.7482,-1.9
2010-12-16,2011-06,6,28.9103,29.5585,0.6483,2.2423,147137,17069,29.6242,2.87
2010-12-16,2011-12,12,28.9103,28.8491,-0.0611,-0.2114,190907,25421,28.9534,-0.38
2010-12-17,2011-01,1,28.9866,28.9048,-0.0817,-0.282,154528,36410,28.8991,-1.85
2010-12-17,2011-02,2,28.9866,29.082,0.0955,0.3293,253293,20463,29.0859,1.93
2010-12-17,2011-03,3,28.9866,29.1032,0.1166,0.4023,177093,44157,29.0695,2.94
2010-12-17,2011-06,6,28.9866,28.7061,-0.2804,-0.9675,250761,17497,28.7163,-1.59
2010-12-17,2011-12,12,28.9866,29.295,0.3084,1.0641,171661,41065,29.2688,1.35
2010-12-20,2011-01,1,28.8999,28.9563,0.0564,0.1952,125021,20104,28.9316,-0.44
2010-12-20,2011-02,2,28.8999,28.7482,-0.1517,-0.525,218128,25547,28.8119,1.16
2010-12-20,2011-03,3,28.8999,28.9413,0.0415,0.1435,292311,57739,29.0149,1.66
2010-12-20,2011-06,6,28.8999,29.1477,0.2478,0.8575,228011,51303,29.2341,2.25
2010-12-20,2011-12,12,28.8999,29.3996,0.4997,1.7291,235570,20932,29.4394,1.19
2010-12-21,2011-01,1,29.1285,29.0589,-0.0696,-0.239,180982,24705,28.9841,0.26
2010-12-21,2011-02,2,29.1285,29.1938,0.0653,0.2243,215449,22350,29.2357,-0.7
2010-12-21,2011-03,3,29.1285,29.2744,0.1459,0.501,230514,29100,29.2005,0.8
2010-12-21,2011-06,6,29.1285,29.483,0.3545,1.2171,251182,12951,29.5336,1.34
2010-12-21,2011-12,12,29.1285,29.1868,0.0583,0.2001,290243,15998,29.2239,0.39
2010-12-22,2011-01,1,29.0221,29.0417,0.0195,0.0673,146884,18925,28.9967,3.97
2010-12-22,2011-02,2,29.0221,29.2486,0.2265,0.7803,212043,23756,29.2489,3.65
2010-12-22,2011-03,3,29.0221,28.8626,-0.1595,-0.5496,150593,27390,28.8729,-1.26
2010-12-22,2011-06,6,29.0221,29.3073,0.2852,0.9825,135618,32608,29.3018,2.8
2010-12-22,2011-12,12,29.0221,29.5666,0.5444,1.8759,226758,46769,29.5915,1.87
2010-12-23,2011-01,1,29.0437,29.0723,0.0287,0.0987,106459,13450,29.061,-1.65
2010-12-23,2011-02,2,29.0437,28.9756,-0.0681,-0.2345,262834,44232,28.9978,-0.25
2010-12-23,2011-03,3,29.0437,29.2034,0.1597,0.5499,295385,20571,29.1503,1.24
2010-12-23,2011-06,6,29.0437,29.4288,0.3852,1.3262,110987,7311,29.4331,3.1
2010-12-23,2011-12,12,29.0437,29.37,0.3263,1.1236,188165,17700,29.3816,0.95
2010-12-24,2011-01,1,28.9593,29.1542,0.1949,0.6729,164976,38935,29.1194,-0.99
2010-12-24,2011-02,2,28.9593,28.9192,-0.0401,-0.1386,264849,60700,28.9706,-1.48
2010-12-24,2011-03,3,28.9593,29.0635,0.1041,0.3596,235434,16235,29.0406,0.53
2010-12-24,2011-06,6,28.9593,28.9492,-0.0102,-0.0352,174818,30358,28.9533,-0.18
2010-12-24,2011-12,12,28.9593,30.0816,1.1223,3.8754,153139,32178,30.0347,3.98
2010-12-27,2011-01,1,28.9818,28.8313,-0.1505,-0.5193,296314,65108,28.8738,0.27
2010-12-27,2011-02,2,28.9818,29.1189,0.1371,0.4731,289228,43950,29.1151,-0.35
2010-12-27,2011-03,3,28.9818,29.1198,0.138,0.476,108791,20974,29.1554,1.73
2010-12-27,2011-06,6,28.9818,29.363,0.3812,1.3154,114370,22254,29.4435,2.85
2010-12-27,2011-12,12,28.9818,29.6709,0.6891,2.3776,123932,27004,29.5815,2.18
2010-12-28,2011-01,1,29.047,29.2179,0.1709,0.5885,273543,35111,29.2307,2.07
2010-12-28,2011-02,2,29.047,29.239,0.1921,0.6612,105737,16421,29.2262,1.6
2010-12-28,2011-03,3,29.047,29.0049,-0.0421,-0.1448,161691,26905,29.0382,1.15
2010-12-28,2011-06,6,29.047,29.4117,0.3647,1.2556,244981,59207,29.3946,2.42
2010-12-28,2011-12,12,29.047,29.881,0.834,2.8713,242047,28192,29.8668,2.78
2010-12-29,2011-01,1,28.9463,28.9052,-0.0411,-0.1421,212832,39168,28.9156,2.01
2010-12-29,2011-02,2,28.9463,28.9974,0.0511,0.1766,150860,8114,28.8992,3.18
2010-12-29,2011-03,3,28.9463,28.9595,0.0132,0.0455,210587,21384,29.0164,1.32
2010-12-29,2011-06,6,28.9463,28.9324,-0.0139,-0.0479,207312,30346,28.9518,-0.34
2010-12-29,2011-12,12,28.9463,28.5083,-0.438,-1.513,127843,19568,28.529,-1.48
2010-12-30,2011-01,1,28.8553,28.9541,0.0988,0.3425,267430,23038,28.9894,3.35
2010-12-30,2011-02,2,28.8553,28.9398,0.0845,0.293,131856,32060,28.8987,2.34
2010-12-30,2011-03,3,28.8553,28.7492,-0.1061,-0.3677,288319,35883,28.6786,-1.3
2010-12-30,2011-06,6,28.8553,29.1316,0.2763,0.9575,109991,21306,29.1767,2.12
2010-12-30,2011-12,12,28.8553,29.9036,1.0483,3.6331,206710,10966,29.9679,3.65
2010-12-31,2011-01,1,29.221,29.2532,0.0322,0.1103,196300,43631,29.2521,-0.53
2010-12-31,2011-03,2,29.221,29.3174,0.0964,0.33,208315,17990,29.367,0.68
2010-12-31,2011-03,3,29.221,29.2125,-0.0085,-0.0292,274148,48729,29.2402,0.68
2010-12-31,2011-06,6,29.221,29.2285,0.0074,0.0255,269373,58671,29.271,1.15
2010-12-31,2011-12,12,29.221,29.8869,0.6659,2.2788,161808,23904,29.8845,2.46
2011-01-03,2011-02,1,28.6387,28.9001,0.2614,0.9128,200815,38996,28.9485,3.45
2011-01-03,2011-03,2,28.6387,28.6492,0.0105,0.0368,215156,52696,28.6554,-1.75
2011-01-03,2011-04,3,28.6387,28.559,-0.0796,-0.278,310398,33579,28.4849,1.14
2011-01-03,2011-07,6,28.6387,29.0128,0.3742,1.3065,106858,18795,29.0638,3.44
2011-01-03,2011-12,12,28.6387,29.1256,0.4869,1.7003,122000,20015,29.1217,1.31
2011-01-04,2011-02,1,28.5543,28.5336,-0.0207,-0.0724,195354,34197,28.4715,0.39
2011-01-04,2011-03,2,28.5543,28.6076,0.0533,0.1868,252453,36300,28.6693,1.55
2011-01-04,2011-04,3,28.5543,28.5882,0.0339,0.1188,231255,26472,28.5416,2.02
2011-01-04,2011-07,6,28.5543,28.7445,0.1902,0.6661,247810,55467,28.7764,0.24
2011-01-04,2011-12,12,28.5543,28.0248,-0.5295,-1.8542,124366,22516,28.04,-1.86
2011-01-05,2011-02,1,28.5343,28.6096,0.0752,0.2637,276763,67721,28.4938,-1.16
2011-01-05,2011-03,2,28.5343,28.5232,-0.0111,-0.0388,213669,20344,28.4645,1.37
2011-01-05,2011-04,3,28.5343,28.5788,0.0445,0.156,206247,28911,28.5867,1.49
2011-01-05,2011-07,6,28.5343,28.8862,0.3519,1.2334,217808,46772,28.9555,2.37
2011-01-05,2011-12,12,28.5343,29.5141,0.9797,3.4336,209424,11095,29.5933,3.07
2011-01-06,2011-02,1,28.6974,28.8267,0.1294,0.4508,145654,21507,28.779,2.82
2011-01-06,2011-03,2,28.6974,28.865,0.1677,0.5842,292716,68238,28.822,2.89
2011-01-06,2011-04,3,28.6974,28.829,0.1316,0.4586,169151,35480,28.8303,3.51
2011-01-06,2011-07,6,28.6974,28.6458,-0.0515,-0.1796,121627,24221,28.6997,0.04
2011-01-06,2012-01,12,28.6974,28.9349,0.2375,0.8275,299706,16552,28.955,0.47
2011-01-07,2011-02,1,28.0866,27.9994,-0.0872,-0.3104,184195,30223,27.9758,-0.75
2011-01-07,2011-03,2,28.0866,28.1203,0.0338,0.1202,171479,23859,28.158,-0.11
2011-01-07,2011-04,3,28.0866,28.1869,0.1003,0.3573,274221,24886,28.1605,2.81
2011-01-07,2011-07,6,28.0866,28.2843,0.1977,0.7039,208669,11960,28.2533,1.4
2011-01-07,2012-01,12,28.0866,29.1655,1.0789,3.8413,189214,44932,29.1937,3.49
2011-01-10,2011-02,1,28.5026,28.5006,-0.002,-0.0068,272480,60344,28.521,1.25
2011-01-10,2011-03,2,28.5026,28.7268,0.2242,0.7865,284005,60017,28.7529,1.07
2011-01-10,2011-04,3,28.5026,28.4276,-0.075,-0.2631,179066,28990,28.4396,-1.61
2011-01-10,2011-07,6,28.5026,28.3439,-0.1587,-0.5567,288977,35225,28.2519,-0.47
2011-01-10,2012-01,12,28.5026,28.2081,-0.2945,-1.0332,191149,28172,28.209,-1.32
2011-01-11,2011-02,1,28.4976,28.4783,-0.0193,-0.0678,222238,14567,28.3585,1.11
2011-01-11,2011-03,2,28.4976,28.4752,-0.0224,-0.0788,277179,56554,28.3953,0.33
2011-01-11,2011-04,3,28.4976,28.4172,-0.0804,-0.2821,127681,10668,28.3723,-0.95
2011-01-11,2011-07,6,28.4976,28.7178,0.2202,0.7727,212396,18469,28.7449,1.87
2011-01-11,2012-01,12,28.4976,29.3577,0.8601,3.018,160961,14153,29.4089,3.18
2011-01-12,2011-02,1,28.551,28.5738,0.0227,0.0797,177506,39034,28.6116,-0.31
2011-01-12,2011-03,2,28.551,28.4356,-0.1154,-0.4041,161197,37273,28.4869,-1.73
2011-01-12,2011-04,3,28.551,28.9202,0.3692,1.2931,252113,33229,28.8809,2.78
2011-01-12,2011-07,6,28.551,28.6605,0.1095,0.3834,258152,37947,28.7149,-0.15
2011-01-12,2012-01,12,28.551,29.2283,0.6773,2.3722,147316,20209,29.2024,2.04
2011-01-13,2011-02,1,28.8232,28.6349,-0.1882,-0.6531,142196,31296,28.5603,0.1
2011-01-13,2011-03,2,28.8232,28.8033,-0.0199,-0.0689,256229,26049,28.8005,0.57
2011-01-13,2011-04,3,28.8232,28.9156,0.0924,0.3206,226946,37410,28.8838,-0.45
2011-01-13,2011-07,6,28.8232,28.9857,0.1625,0.5639,167230,10499,28.9873,0.91
2011-01-13,2012-01,12,28.8232,28.6388,-0.1843,-0.6395,296582,56938,28.6728,-0.44
2011-01-14,2011-02,1,28.74,28.9448,0.2049,0.7128,237382,41162,28.9257,2.73
2011-01-14,2011-03,2,28.74,28.8152,0.0753,0.2619,269884,52389,28.8489,1.45
2011-01-14,2011-04,3,28.74,28.9186,0.1786,0.6216,195610,15905,28.9298,0.86
2011-01-14,2011-07,6,28.74,29.2143,0.4743,1.6504,184881,14485,29.1682,2.86
2011-01-14,2012-01,12,28.74,28.5492,-0.1908,-0.6638,134210,33311,28.5543,-0.43
2011-01-17,2011-02,1,28.7008,28.7513,0.0505,0.1758,190264,25846,28.7048,0.56
2011-01-17,2011-03,2,28.7008,28.9013,0.2005,0.6986,207571,42346,28.9787,3.51
2011-01-17,2011-04,3,28.7008,28.6974,-0.0035,-0.0121,117701,9018,28.6911,-0.24
2011-01-17,2011-07,6,28.7008,28.8201,0.1192,0.4155,180198,28408,28.8026,1.9
2011-01-17,2012-01,12,28.7008,28.5573,-0.1435,-0.5,226864,16959,28.5416,-0.61
2011-01-18,2011-02,1,28.3221,28.2694,-0.0527,-0.1861,244206,13600,28.2558,0.69
