Week_Ending,Silver_Price_Close,CFTC_Commercial_Long,CFTC_Commercial_Short,CFTC_Commercial_Net,CFTC_NonCommercial_Long,CFTC_NonCommercial_Short,CFTC_NonCommercial_Net,CFTC_Total_Open_Interest,News_Sentiment_Score,Social_Media_Mentions,Google_Trends_Index,Put_Call_Ratio,Implied_Volatility_30D,ETF_SLV_Flow_Millions,Retail_Bullion_Premium_Pct
23-04-2010,18.3755,61654,107211,-45557,63961,47014,16947,279840,-0.318,279,21,0.6848,17.92,-101.56,5.79
30-04-2010,18.3279,54833,54501,332,54347,41769,12578,205450,-0.0315,288,18,1.393,21.53,9.56,6.9
07-05-2010,18.4814,92115,67817,24298,67026,21303,45723,248261,-0.1097,330,12,1.7817,29.14,48.92,8.52
14-05-2010,18.6857,66788,84371,-17583,69763,39999,29764,260921,0.0553,259,13,1.3242,26.88,77.33,7.06
21-05-2010,18.383,81035,72298,8737,69721,50294,19427,273348,-0.0776,202,41,1.4231,30.44,40.76,7.96
28-05-2010,18.3673,93183,87605,5578,49046,54757,-5711,284591,-0.2033,221,45,0.8274,17.27,-66.64,4.21
04-06-2010,18.6773,71788,103320,-31532,34915,30955,3960,240978,0.1123,229,24,0.9013,36.61,-48.4,2.12
11-06-2010,18.8331,50928,79321,-28393,41383,47189,-5806,218821,-0.0881,186,23,1.4284,25.69,5.44,9.65
18-06-2010,18.4474,72289,92052,-19763,38565,35961,2604,238867,-0.4954,72,34,0.8315,28.87,-56.47,7.46
25-06-2010,18.4575,79448,55369,24079,55516,55142,374,245475,0.2989,401,53,0.6314,19.8,15.81,3.43
02-07-2010,20.2449,77855,55076,22779,68965,18268,50697,220164,-0.104,279,42,1.3213,18.23,-123.9,5.14
09-07-2010,20.8091,87195,59366,27829,62426,43628,18798,252615,0.1512,255,45,1.0034,32.03,17.42,3.37
16-07-2010,21.1003,74107,87111,-13004,43891,22243,21648,227352,-0.0592,345,32,1.5508,24.5,-12.81,5.98
23-07-2010,21.9222,63091,90222,-27131,75202,47858,27344,276373,0.2082,136,16,1.3873,34.66,41.37,1.26
30-07-2010,21.983,41166,119980,-78814,67835,55722,12113,284703,-0.0503,153,33,0.5915,38.87,-4.81,8.37
06-08-2010,22.4331,99538,77417,22121,70987,33105,37882,281047,-0.194,391,62,0.8695,16.79,34.18,8.98
13-08-2010,22.8018,45026,90600,-45574,31493,41576,-10083,208695,-0.0936,159,37,1.2442,37.93,-94.11,6.85
20-08-2010,23.3052,74640,78421,-3781,47506,53478,-5972,254045,-0.3421,310,52,1.3607,36.36,112.94,10.97
27-08-2010,23.8322,44578,54232,-9654,44101,16682,27419,159593,0.1926,304,22,1.6438,19.43,123.93,6.72
03-09-2010,23.6965,46983,103074,-56091,75292,38719,36573,264068,-0.119,348,46,1.6824,28.44,12.26,3.73
10-09-2010,24.2085,95573,74496,21077,61043,29274,31769,260386,-0.3979,316,32,1.3033,16.62,-27.17,2.27
17-09-2010,24.7444,65931,58385,7546,57737,54092,3645,236145,-0.3284,244,10,1.3387,42.4,-5.91,1.65
24-09-2010,24.9802,51164,59939,-8775,57950,15450,42500,184503,0.0381,221,47,1.794,31.15,-10.58,3.32
01-10-2010,25.5311,45408,52881,-7473,72604,44543,28061,215436,0.0778,286,5,1.3902,33.7,-20.05,3
08-10-2010,26.0366,86489,58025,28464,59753,35629,24124,239896,-0.1617,171,42,1.38,21.91,15.41,8.04
15-10-2010,26.5741,99251,50142,49109,35952,31409,4543,216754,0.1948,227,38,0.5874,26.94,-79.26,1.88
22-10-2010,27.133,60493,62191,-1698,65838,27106,38732,215628,-0.1028,328,45,0.6067,38.21,-66.02,9.9
29-10-2010,27.3816,43479,70075,-26596,45010,58128,-13118,216692,0.2012,201,46,1.3192,15.41,18.28,9.38
05-11-2010,27.4139,90210,63601,26609,43609,31993,11616,229413,-0.2977,296,17,1.2939,33.56,-91.66,8.81
12-11-2010,27.9735,59973,111382,-51409,41609,50509,-8900,263473,-0.1171,288,55,1.0756,26.41,33.84,1.73
19-11-2010,28.4573,92637,71077,21560,51677,27277,24400,242668,0.0756,138,22,1.6318,38.99,11.92,11.65
26-11-2010,28.4095,48949,55930,-6981,68719,41186,27533,214784,-0.2258,376,37,0.8834,18.77,-2.01,10.72
03-12-2010,29.4523,77308,111415,-34107,37900,42741,-4841,269364,0.0877,241,43,1.4318,40.95,104.87,11.28
10-12-2010,28.6122,74460,59945,14515,56457,33574,22883,224436,-0.2501,403,36,1.225,18.16,48.45,8.6
17-12-2010,28.7358,44080,108369,-64289,50807,38021,12786,241277,0.0485,332,34,1.7466,26.09,54.45,11.31
24-12-2010,29.21,87639,58842,28797,74750,48612,26138,269843,0.3157,389,7,0.6342,21.64,-16.11,1.85
31-12-2010,29.6447,83802,118162,-34360,58064,21959,36105,281987,-0.3401,236,8,0.7205,19.86,14.5,5.63
07-01-2011,28.4133,53926,105445,-51519,51743,35623,16120,246737,-0.2033,237,33,1.1055,20.85,24.22,4.77
14-01-2011,28.3039,95878,98464,-2586,60639,45153,15486,300134,0.3598,228,29,1.4854,16.79,-20.36,4.97
21-01-2011,28.4193,68863,70529,-1666,49545,57779,-8234,246716,-0.1574,111,41,1.6342,28.62,54.46,1.63
28-01-2011,28.695,61639,57785,3854,49891,25220,24671,194535,-0.3357,309,34,1.0809,34.07,108.79,10.26
04-02-2011,36.0455,67873,92127,-24254,58149,58310,-161,276459,0.9538,290,29,0.7191,38.94,8.24,3.38
11-02-2011,37.6163,51162,108752,-57590,64407,16820,47587,241141,0.2478,383,15,0.7449,22.17,-23.62,6.39
18-02-2011,38.6033,78310,95218,-16908,60104,40938,19166,274570,0.2187,366,23,1.789,25.66,94.6,5.21
25-02-2011,40.9718,81418,56069,25349,75210,46287,28923,258984,0.283,433,18,1.4456,38.41,45.96,11.41
04-03-2011,43.1862,45881,61299,-15418,59256,40308,18948,206744,-0.155,274,13,1.0442,44.03,-16.15,3.8
11-03-2011,44.8901,78960,85611,-6651,72694,53711,18983,290976,0.3146,292,41,1.4345,27.03,-38.74,9.71
18-03-2011,46.2545,86521,94263,-7742,69557,33635,35922,283976,-0.2521,188,35,1.0291,22.16,19.54,7.05
25-03-2011,47.1393,41989,70149,-28160,55309,58509,-3200,225956,-0.0235,316,18,1.1958,25.24,102.17,10.5
01-04-2011,48.2182,40766,118960,-78194,59082,26118,32964,244926,0.0307,138,84,1.388,39.3,-51.89,5.77
08-04-2011,48.8353,60540,84199,-23659,44430,57159,-12729,246328,-0.1412,391,73,1.7198,38.72,3.93,3.92
15-04-2011,48.4228,67198,93739,-26541,75925,22309,53616,259171,-0.0541,210,100,0.7366,21.97,83.21,11.72
22-04-2011,47.7241,84701,78599,6102,36696,53276,-16580,253272,0.4041,225,86,1.5681,18.83,10.48,4.39
29-04-2011,48.1144,50174,114177,-64003,30225,34774,-4549,229350,-0.1151,262,90,0.8802,18.23,-4.98,3.52
06-05-2011,34.7451,40697,60845,-20148,66390,50713,15677,218645,-0.0511,336,92,1.4375,23.2,-1.81,9.05
13-05-2011,34.8484,62236,102139,-39903,39827,17208,22619,221410,-0.2401,302,100,1.5185,22.6,3.62,9.51
20-05-2011,34.5072,65611,102133,-36522,45156,31999,13157,244899,-0.0466,375,85,1.3523,37.42,-29.05,6.42
27-05-2011,35.5107,40676,53451,-12775,63497,52949,10548,210573,-0.5018,336,75,0.7394,15.95,-26.64,9.78
03-06-2011,37.4289,91568,113135,-21567,58605,39191,19414,302499,0.1258,335,12,0.5907,39.33,51.49,8.29
10-06-2011,37.815,78005,77245,760,30349,52096,-21747,237695,0.1535,446,5,0.6337,44.83,-31.4,11.99
17-06-2011,38.6412,40648,83537,-42889,58825,38910,19915,221920,-0.026,172,26,1.2145,42.39,6.49,2.69
24-06-2011,38.7959,41410,69394,-27984,39417,47410,-7993,197631,-0.1546,253,46,1.4364,33.54,-101.28,9.18
01-07-2011,39.0323,62728,85258,-22530,55550,52583,2967,256119,-0.6906,323,5,0.5102,38.66,25.31,3.24
08-07-2011,39.0921,95917,76357,19560,79188,57068,22120,308530,-0.0363,180,44,1.4744,26.37,6.8,10.25
15-07-2011,40.1413,73249,62475,10774,77992,46542,31450,260258,0.5074,283,44,0.634,26.96,-8.22,6.56
22-07-2011,40.1744,49635,63185,-13550,56956,53712,3244,223488,0.1003,250,27,1.5533,26.24,-21.21,9.24
29-07-2011,41.6764,84781,64974,19807,51087,28454,22633,229296,0.083,300,32,1.6454,37.85,-77.26,3.87
05-08-2011,40.6972,82159,69717,12442,31760,24662,7098,208298,-0.3032,286,27,1.7077,38.6,-17.26,3.22
12-08-2011,40.6519,56854,102541,-45687,58117,25612,32505,243124,-0.2907,342,26,1.7097,33.2,-28.06,8.35
19-08-2011,41.2818,74864,84026,-9162,70169,47507,22662,276566,-0.4539,364,54,1.5043,16.73,65.72,9.3
26-08-2011,40.325,96525,85826,10699,76786,39553,37233,298690,0.2406,307,38,1.0102,16.7,-82.93,2.22
02-09-2011,30.1035,44632,91938,-47306,66335,49792,16543,252697,0.1968,305,21,1.7895,44.78,50.8,6.27
09-09-2011,29.9812,68093,63410,4683,72836,20576,52260,224915,0.044,333,36,1.0062,35.21,8.65,2.83
16-09-2011,29.9298,98843,58942,39901,52626,35386,17240,245797,-0.1216,257,23,1.1737,37.29,-66.06,2.11
23-09-2011,30.4991,77369,50478,26891,44089,24333,19756,196269,-0.3151,173,11,1.3543,39.41,50.01,6.84
30-09-2011,29.9444,52343,109513,-57170,30533,58535,-28002,250924,0.1781,184,24,0.6817,27.72,-7.04,8.13
07-10-2011,29.6702,80046,75085,4961,33888,49986,-16098,239005,0.3366,345,41,0.5172,32.71,46.16,3.37
14-10-2011,29.4034,73439,78835,-5396,37282,24401,12881,213957,-0.1412,333,29,0.817,26.75,60.07,3.85
21-10-2011,29.3725,81659,76830,4829,77974,44031,33943,280494,0.0686,439,37,1.775,20.67,-98.59,10.84
28-10-2011,29.2096,83722,73308,10414,63472,17219,46253,237721,-0.3736,93,38,1.6448,43.37,13.48,6.33
04-11-2011,29.8004,58088,103499,-45411,76745,30828,45917,269160,-0.2877,307,54,0.794,17.58,66.93,4.02
11-11-2011,29.8027,70765,110372,-39607,55833,23628,32205,260598,0.0175,275,48,0.8093,25.54,-30.03,7.68
18-11-2011,29.1266,58873,75233,-16360,59224,46668,12556,239998,0.4187,234,45,1.1891,24.25,32.45,7.81
25-11-2011,28.9167,81763,73675,8088,56004,21120,34884,232562,-0.0845,425,24,0.6297,23.59,-0.98,10.53
02-12-2011,28.9675,92695,98542,-5847,78448,15499,62949,285184,-0.1683,368,58,1.6325,29.62,52.22,8.87
09-12-2011,28.7557,73978,111829,-37851,49243,41686,7557,276736,-0.746,278,8,1.6753,16.85,106.68,7.26
16-12-2011,28.8189,81521,111548,-30027,55268,36220,19048,284557,0.2182,334,8,1.1547,32.71,9.08,3.9
23-12-2011,28.9384,48316,110668,-62352,51218,52456,-1238,262658,0.0395,346,5,1.7843,17.77,-80.97,9.22
30-12-2011,28.7243,60976,50137,10839,33323,56462,-23139,200898,-0.3274,302,24,0.7836,39.22,-32.09,9
06-01-2012,30.9883,70251,75487,-5236,62213,48660,13553,256611,-0.3692,380,37,1.2732,27.48,80.9,4.22
13-01-2012,30.9684,68115,91583,-23468,70678,28342,42336,258718,0.2389,271,49,0.9073,15.13,-104.37,7.7
20-01-2012,30.8057,82423,97313,-14890,31074,37715,-6641,248525,0.1321,333,13,1.2774,27.95,84.74,3.35
27-01-2012,30.9761,92491,79790,12701,67231,24608,42623,264120,0.4252,196,26,0.5654,16.46,64.66,7.6
03-02-2012,33.4818,99595,108746,-9151,63780,56666,7114,328787,0.3259,420,15,1.3033,15.25,-6.11,8.15
10-02-2012,34.5497,98181,112726,-14545,72413,42045,30368,325365,0.2183,493,34,1.6149,34.64,95.78,10.46
17-02-2012,33.2822,88324,98713,-10389,67368,40808,26560,295213,-0.0218,161,33,0.5561,36.54,-40.71,5.9
24-02-2012,33.9797,71338,87776,-16438,34564,48862,-14298,242540,0.4038,358,40,1.4862,18.27,79.07,7.08
02-03-2012,32.1095,95491,66883,28608,46585,34286,12299,243245,-0.2354,317,29,0.8094,32.67,-12.96,7.7
09-03-2012,31.42,63845,104606,-40761,48365,15562,32803,232378,-0.0027,297,29,1.4149,19.8,2.85,4.4
16-03-2012,31.3075,52645,104235,-51590,59951,48118,11833,264949,0.1747,354,32,1.6128,18.45,-83.98,4.1
23-03-2012,31.4338,66522,81612,-15090,62812,57832,4980,268778,0.2876,533,43,1.7427,32.17,-40.89,9.84
30-03-2012,30.5823,78659,109906,-31247,53330,35214,18116,277109,0.3259,181,32,0.7263,25.04,-12.37,8.13
06-04-2012,30.2561,73388,87571,-14183,52506,53390,-884,266855,0.2948,355,24,0.8261,19.64,78.42,2.49
13-04-2012,30.1738,79409,104284,-24875,63069,42093,20976,288855,-0.5562,255,25,0.5412,41.59,-14.65,5.8
20-04-2012,29.2668,53261,103708,-50447,38606,50125,-11519,245700,-0.2875,387,33,1.6323,16.48,44.2,10.78
27-04-2012,28.9865,71478,87997,-16519,48719,43853,4866,252047,0.2233,186,22,0.7662,39.12,-98.72,11.77
04-05-2012,29.0595,99381,70895,28486,36061,41057,-4996,247394,-0.5306,134,5,0.9943,20.52,-14.3,1.8
11-05-2012,28.4144,87287,105955,-18668,74488,34083,40405,301813,0.3161,355,12,0.9097,32.12,19.65,9.3
18-05-2012,28.393,61348,82790,-21442,35109,44451,-9342,223698,-0.3395,182,28,1.7897,18.9,-17.17,10.44
25-05-2012,27.8801,56591,75960,-19369,52007,48366,3641,232924,0.0505,428,25,0.9393,29.52,48.44,6.51
01-06-2012,27.8007,93984,114569,-20585,39837,32216,7621,280606,-0.0565,247,33,0.9748,16.82,-32.82,10.82
08-06-2012,27.863,94465,75449,19016,53804,43190,10614,266908,0.0859,242,26,0.5328,42.82,22.32,11.76
15-06-2012,27.7488,77052,56143,20909,60052,52401,7651,245648,-0.2081,324,28,1.67,40.23,-125.03,1.64
22-06-2012,27.2439,79106,73575,5531,72845,21303,51542,246829,0.0872,416,10,0.5411,41.11,-31.98,4.77
29-06-2012,27.0879,57615,110381,-52766,59550,59687,-137,287233,0.2795,212,34,1.1663,26.91,19.66,7.39
06-07-2012,27.9208,86984,81326,5658,49969,56710,-6741,274989,-0.0787,323,32,1.0008,21.09,11.76,3.73
13-07-2012,28.051,56704,63795,-7091,72220,36814,35406,229533,-0.1551,356,12,1.2283,29.65,2.48,2.56
20-07-2012,28.3329,92884,63554,29330,34072,51328,-17256,241838,0.5824,201,44,1.1374,19.74,52.5,6.88
27-07-2012,28.264,92437,82651,9786,44425,36474,7951,255987,0.1467,268,45,1.0947,17.14,-38.48,3.94
03-08-2012,28.7366,89008,112481,-23473,63689,17279,46410,282457,-0.1748,283,30,0.6549,44.47,-52.09,8.25
10-08-2012,28.9891,81362,102260,-20898,75793,20639,55154,280054,-0.0851,355,50,1.4712,22,78.64,11.25
17-08-2012,28.4893,98824,81069,17755,57421,50179,7242,287493,-0.0582,320,15,1.516,21.51,56.81,9.97
24-08-2012,28.7996,80406,76783,3623,31375,44863,-13488,233427,0.3873,262,43,1.2503,42.5,-4.5,7.95
31-08-2012,28.664,44367,51407,-7040,39983,18459,21524,154216,-0.2769,148,42,0.9186,29.41,65.75,3.73
07-09-2012,29.4371,99472,88242,11230,48824,15850,32974,252388,-0.0242,473,26,1.558,23.86,4.04,9.14
14-09-2012,29.4686,63322,51954,11368,70243,28908,41335,214427,-0.0559,176,34,0.7188,17.48,-49.81,10.57
21-09-2012,28.9759,51472,87534,-36062,36134,49654,-13520,224794,0.5053,274,5,0.6065,43.76,-2.64,11.47
28-09-2012,29.2741,50059,67490,-17431,70022,56180,13842,243751,-0.1404,125,5,0.6163,41.55,52.7,9.81
05-10-2012,29.3554,57457,79485,-22028,42375,16799,25576,196116,0.1766,266,5,1.2417,31.48,-3.92,10.09
12-10-2012,29.7331,69262,95569,-26307,64449,48046,16403,277326,0.0907,361,11,0.9039,37.94,-19.74,11.12
19-10-2012,29.6848,87752,55939,31813,51979,56569,-4590,252239,-0.1737,133,41,1.4257,37.12,29.96,8.09
26-10-2012,29.9429,46636,100864,-54228,35066,51957,-16891,234523,-0.0398,281,35,1.0233,28.29,24.1,11.23
02-11-2012,30.1225,60180,50933,9247,42555,49668,-7113,203336,0.002,318,20,1.4795,31.4,8.75,7.26
09-11-2012,29.9217,85441,74116,11325,65388,39691,25697,264636,0.5104,180,38,1.4278,34.8,-13.75,8.67
16-11-2012,29.7929,98734,79125,19609,39501,22236,17265,239596,0.0143,36,26,1.5405,25.46,-38.89,6.04
23-11-2012,29.8431,59365,94402,-35037,75704,40919,34785,270390,-0.0009,238,38,1.2114,21.87,29.9,5.77
30-11-2012,30.5608,61160,68193,-7033,64805,49032,15773,243190,-0.3692,321,45,0.8399,24.83,57.42,1.16
07-12-2012,30.1086,76866,100481,-23615,38065,22456,15609,237868,0.4456,236,32,0.6576,21.29,-37.54,4.79
14-12-2012,30.23,55242,60808,-5566,52382,16296,36086,184728,0.0284,283,21,0.5925,44.36,-60.01,1.45
21-12-2012,30.2648,90304,119478,-29174,57522,15806,41716,283110,0.2523,228,28,0.7567,25.02,37.37,5.56
28-12-2012,30.4534,98037,84294,13743,40214,35163,5051,257708,-0.0382,237,21,0.6375,27.43,-3.22,8.24
04-01-2013,31.2761,75570,96787,-21217,62551,18693,43858,253601,0.2018,199,35,1.2001,36.2,-42.36,6.63
11-01-2013,31.6548,61882,51616,10266,62290,41278,21012,217066,-0.3249,298,28,0.9646,15.34,-6.7,7.84
18-01-2013,30.5817,65967,71023,-5056,68999,17637,51362,223626,0.1566,350,34,0.9201,32.16,117.37,7.37
25-01-2013,30.8819,95207,106928,-11721,30426,42031,-11605,274592,-0.295,362,29,0.6847,27.52,23.67,5.46
01-02-2013,27.8466,60833,72521,-11688,58713,42603,16110,234670,0.172,338,40,1.7421,29.73,15.01,9.88
08-02-2013,28.1799,69588,50720,18868,63038,47009,16029,230355,0.0852,276,11,0.9472,23.19,-71.73,8.3
15-02-2013,27.6155,40230,63189,-22959,53536,18447,35089,175402,0.2379,326,20,0.5068,44.12,-16.15,6.25
22-02-2013,26.5698,52463,107050,-54587,60976,55263,5713,275752,0.3963,366,43,1.1053,44.21,7.34,3.5
01-03-2013,26.1592,96088,99950,-3862,37055,44863,-7808,277956,-0.3814,367,14,1.6494,20.2,-11.88,2.74
08-03-2013,25.2854,45600,53215,-7615,32266,35938,-3672,167019,0.3112,206,15,1.6867,21.06,-57.12,4.26
15-03-2013,24.7163,91113,102600,-11487,68033,42259,25774,304005,-0.3597,385,10,0.8165,31.49,6.1,1.95
22-03-2013,23.9264,90292,50580,39712,44690,40431,4259,225993,-0.3322,487,26,0.7313,36.32,-12.21,5.87
29-03-2013,23.5731,89170,118626,-29456,72388,30754,41634,310938,-0.117,281,34,1.6323,16.5,91.24,9.13
05-04-2013,23.8548,99766,100797,-1031,37340,46227,-8887,284130,-0.3148,283,15,0.6977,25.38,51.4,11.34
12-04-2013,23.0631,92242,74436,17806,74253,46965,27288,287896,0.0324,360,32,1.7593,29.53,-28.79,8.08
19-04-2013,23.4963,80781,84122,-3341,74871,39556,35315,279330,-0.4062,355,5,0.8151,34.7,-23.26,5.77
26-04-2013,23.4677,69042,115471,-46429,58870,15584,43286,258967,0.3491,350,11,1.4384,37.63,-49.62,1.36
03-05-2013,21.447,50252,91087,-40835,77802,19562,58240,238703,-0.036,351,48,0.6965,20.3,65.23,4.8
10-05-2013,21.0266,48379,107902,-59523,46405,17535,28870,220221,0.2501,237,29,0.9041,23.73,-38.86,3.7
17-05-2013,20.7241,75262,78974,-3712,37414,42481,-5067,234131,-0.0586,273,24,1.1529,30.03,-56.52,9.17
24-05-2013,20.152,70348,62291,8057,56598,30649,25949,219886,0.0564,293,28,1.3845,23.56,10.44,11.37
31-05-2013,20.2384,44838,99261,-54423,42856,22762,20094,209717,0.4405,258,14,0.8522,29.17,-9.05,9.28
07-06-2013,19.9578,63945,60058,3887,45918,33878,12040,203799,0.3464,220,5,0.7494,28.11,67.58,8.56
14-06-2013,19.6101,92985,82764,10221,77340,17051,60289,270140,-0.032,187,65,0.5347,21.34,37.34,3.32
21-06-2013,19.3739,56015,59760,-3745,67545,25229,42316,208549,-0.3053,377,34,1.7127,18.57,12.59,1.34
28-06-2013,19.7501,80525,105793,-25268,71388,27789,43599,285495,-0.2472,272,65,1.2669,21.93,26.3,11.31
05-07-2013,19.2188,43545,51019,-7474,46334,41690,4644,182588,0.0071,400,39,1.4862,33.3,43.05,3.45
12-07-2013,19.295,77507,83823,-6316,30247,17604,12643,209181,0.1358,493,26,1.6125,33.53,-71.63,2.48
19-07-2013,19.6557,41191,118396,-77205,39648,44368,-4720,243603,0.037,266,50,1.0055,38.85,58.74,8.96
26-07-2013,19.686,88317,66545,21772,77979,53148,24831,285989,-0.0798,476,46,0.7417,26.39,30.43,1.68
02-08-2013,19.873,40872,103715,-62843,76218,22842,53376,243647,0.4803,290,26,1.0013,19.24,-59.5,2.16
09-08-2013,19.6935,44359,96393,-52034,52982,36957,16025,230691,-0.0538,400,21,0.5619,35.01,-63.41,8.8
16-08-2013,19.3587,41496,52992,-11496,68088,42545,25543,205121,0.3584,333,29,0.7525,24.79,71.22,1.07
23-08-2013,19.4392,74053,51407,22646,59804,41474,18330,226738,-0.3549,340,16,0.6099,17.03,-8.59,5.85
30-08-2013,19.4848,73888,96182,-22294,54451,35458,18993,259979,0.2691,179,5,1.6578,41.31,-119.92,9.41
06-09-2013,19.5926,57229,76190,-18961,78306,37382,40924,249107,-0.0644,231,26,1.1557,41.35,29.03,1.62
13-09-2013,19.919,40319,50894,-10575,36730,45677,-8947,173620,0.1266,357,24,1.564,36.46,98.24,2.69
20-09-2013,19.2117,77741,81585,-3844,47531,19117,28414,225974,0.6542,269,35,0.7268,18.57,98.54,2.22
27-09-2013,19.2223,71982,114829,-42847,31536,53720,-22184,272067,-0.3013,260,30,0.6223,33.21,84.7,1.58
04-10-2013,19.6978,56959,72138,-15179,37167,57267,-20100,223531,0.0221,292,34,1.7633,22.86,21.62,5.78
11-10-2013,19.2093,41440,57924,-16484,79452,39882,39570,218698,0.248,316,18,1.3205,24.85,-146.02,4.46
18-10-2013,19.9311,47319,86974,-39655,33293,30377,2916,197963,0.4681,344,33,0.8352,30.25,94.17,9.72
25-10-2013,19.9787,80577,51640,28937,40658,37307,3351,210182,0.1817,182,20,1.694,17.53,74.87,11.48
01-11-2013,19.8367,46802,114750,-67948,46885,52293,-5408,260730,0.1353,342,34,0.679,15.12,-52.17,1.53
08-11-2013,19.5427,70540,83724,-13184,48190,43305,4885,245759,0.1388,275,43,1.0477,30.73,21.67,5.99
15-11-2013,19.6724,95009,95471,-462,45505,43140,2365,279125,0.5588,309,45,1.1189,20.17,12.5,11.31
22-11-2013,19.5499,59208,52104,7104,68054,18973,49081,198339,0.1401,284,29,1.3507,15.59,16.5,3.39
29-11-2013,19.1727,64534,77352,-12818,71603,46120,25483,259609,-0.0477,238,5,0.9707,28.56,63.03,6.62
06-12-2013,19.1901,89646,92482,-2836,61848,18559,43289,262535,0.2769,395,28,1.1875,25.9,16.21,1.51
13-12-2013,19.7901,68374,99401,-31027,47925,53537,-5612,269237,0.1548,121,43,1.0055,30.5,32.55,5.4
20-12-2013,19.6373,50667,93109,-42442,37638,58908,-21270,240322,0.1926,304,46,1.5896,29.77,20.33,1.36
27-12-2013,19.3451,91632,51899,39733,56386,21760,34626,221677,-0.4009,438,31,1.5351,18.3,-130.23,11.22
03-01-2014,19.8079,55935,101129,-45194,55147,23080,32067,235291,-0.3658,222,24,1.7873,37.79,33.4,2.72
10-01-2014,19.9732,86489,85212,1277,35266,30074,5192,237041,0.2179,327,18,0.8345,32.96,34.95,6.85
17-01-2014,19.9241,49138,89336,-40198,53360,32774,20586,224608,0.8619,515,48,1.4778,27.79,115.19,4.02
24-01-2014,19.7453,78573,70593,7980,49213,52199,-2986,250578,0.3466,334,23,1.7836,18.89,-6.86,8.66
31-01-2014,19.5518,64475,99331,-34856,61907,44427,17480,270140,0.4481,299,58,0.8908,21.79,37.26,7.06
07-02-2014,19.9553,44465,119837,-75372,61116,51221,9895,276639,0.0049,298,22,0.6063,42.13,-2.32,10.5
14-02-2014,20.4888,80473,61140,19333,48667,52301,-3634,242581,-0.1029,346,19,0.9476,29.14,60.58,7.21
21-02-2014,20.1155,42244,98992,-56748,45510,49730,-4220,236476,0.3709,353,42,0.6457,17.71,-4.93,4.4
28-02-2014,20.2881,84647,76904,7743,68024,56879,11145,286454,-0.2877,278,9,1.4525,32.83,6.08,4.96
07-03-2014,20.6591,91309,103307,-11998,77592,43056,34536,315264,-0.0615,266,13,0.5807,28.31,19.05,10.54
14-03-2014,20.187,40727,64360,-23633,61023,41351,19672,207461,-0.0482,225,41,1.0183,42.17,-183.52,4.01
21-03-2014,20.0508,92021,107633,-15612,62971,40334,22637,302959,0.3845,399,53,1.0902,19.37,9.7,11.42
28-03-2014,20.5248,67725,51598,16127,36744,39230,-2486,195297,0.0408,205,29,1.221,44.26,39.73,7.33
04-04-2014,20.3786,54078,61002,-6924,51287,56310,-5023,222677,-0.3376,168,42,1.2681,29.45,26.57,10.3
11-04-2014,20.278,40266,118298,-78032,61764,41717,20047,262045,-0.0276,409,5,1.6019,41.97,-17.21,11.78
18-04-2014,20.6048,81210,99170,-17960,60860,47474,13386,288714,-0.0319,261,21,1.0652,32.68,22.41,5.79
25-04-2014,21.0156,77147,52356,24791,55608,26666,28942,211777,-0.1419,337,27,1.0011,18.98,-11.01,8.86
02-05-2014,20.6696,47097,51955,-4858,67740,58109,9631,224901,-0.5803,403,30,1.6414,39.72,11.01,8.04
09-05-2014,20.7854,86862,101784,-14922,66318,15591,50727,270555,0.3727,272,39,1.0663,40.78,-31.48,1.52
16-05-2014,20.9861,46467,115884,-69417,71755,58948,12807,293054,0.2174,358,30,1.3117,41.49,-11.3,11.04
23-05-2014,20.6614,87090,99663,-12573,31378,33870,-2492,252001,0.4645,321,32,0.7813,16.79,-71.9,3.66
30-05-2014,20.6693,44718,94174,-49456,56747,38096,18651,233735,0.0526,309,26,1.5669,34.24,12.32,7
06-06-2014,20.9245,93183,84596,8587,40705,29431,11274,247915,0.1581,343,36,1.2185,17.04,-10.75,4.16
13-06-2014,20.8533,55422,115950,-60528,69291,47953,21338,288616,0.2417,302,29,0.5656,20.01,43.52,2.72
20-06-2014,20.9082,45386,79163,-33777,37778,37030,748,199357,-0.307,428,31,1.3981,32.79,-112.36,2.41
27-06-2014,21.3183,80828,54290,26538,53730,48715,5015,237563,-0.3245,222,11,1.6706,18.42,-40.1,10.41
04-07-2014,19.9349,82701,86698,-3997,66961,31004,35957,267364,0.0854,257,26,1.5056,37.94,-68.54,7.91
11-07-2014,19.7291,54335,68161,-13826,62427,51453,10974,236376,-0.0399,315,35,0.5594,26.43,-42.98,6.5
18-07-2014,19.8986,93375,81751,11624,77186,28635,48551,280947,0.4741,271,37,1.7091,38.01,-24.03,7.65
25-07-2014,19.5343,91675,98092,-6417,77122,43680,33442,310569,0.2692,385,10,1.5585,32.2,19.31,4.27
01-08-2014,18.7944,60619,108363,-47744,52593,44206,8387,265781,0.258,302,37,0.5295,44.08,8.49,11.78
08-08-2014,18.7349,49874,51370,-1496,33143,54941,-21798,189328,-0.0225,421,37,1.082,17.15,77.24,3.22
15-08-2014,18.9317,71818,67035,4783,40433,48277,-7844,227563,-0.2807,293,30,1.1576,18.09,-63.52,7.72
22-08-2014,18.4071,42447,66968,-24521,32777,44374,-11597,186566,-0.1192,293,37,0.5698,37.86,-9.7,8.49
